genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Femenino,49,64.4,1.6,perdida de peso,1330.94,viernes,"['Remo invertido', 'Pike push ups', 'Hollow body hold']","[4, 4, 3]","[19, 15, 13]","['espalda', 'hombro', 'hombro']"
Masculino,30,60.7,1.81,aumento de peso,1598.59,sábado,"['Zancadas salto', 'Sentadillas sumo', 'Sentadillas pistol', 'Flexiones una mano asistidas']","[3, 4, 5, 3]","[13, 16, 16, 11]","['pierna', 'pierna', 'pierna', 'pecho']"
Femenino,25,45.9,1.67,aumento de peso,1278.74,miércoles,"['Wall sit', 'Sentadillas sumo', 'Elevación de talones', 'Wall sit']","[4, 3, 4, 4]","[15, 10, 14, 10]","['pierna', 'pierna', 'pierna', 'pierna']"
Masculino,32,65.4,1.66,perdida de peso,1574.38,sábado,"['Flexiones normales', 'Dominadas supinas', 'Flexiones diamante', 'Zancadas']","[5, 4, 4, 4]","[20, 24, 21, 16]","['pecho', 'espalda', 'pecho', 'pierna']"
Femenino,30,61.3,1.64,perdida de peso,1397.68,lunes,"['Flexiones inclinadas', 'Dips en silla', 'Shrugs calisténicos', 'Handstand push ups']","[5, 4, 4, 5]","[13, 13, 13, 23]","['pecho', 'bicep_tricep', 'hombro', 'bicep_tricep']"
Masculino,18,80.8,1.87,aumento de peso,1985.56,sábado,"['Chin ups', 'Pull ups', 'Remo invertido', 'Flexiones wide grip']","[4, 5, 6, 5]","[13, 14, 18, 17]","['espalda', 'espalda', 'espalda', 'pecho']"
Femenino,52,66.1,1.6,aumento de peso,1333.16,sábado,"['Chin ups', 'Flexiones archer', 'Superman']","[2, 4, 4]","[11, 9, 12]","['espalda', 'pecho', 'espalda']"
Masculino,46,69.7,1.84,perdida de peso,1628.09,martes,"['Flexiones close grip', 'Dominadas supinas', 'Flexiones tricep']","[2, 4, 4]","[16, 12, 14]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,30,53.7,1.6,perdida de peso,1317.52,miércoles,"['Sentadillas salto', 'Hollow body hold', 'Shrugs calisténicos', 'Sentadillas búlgaras']","[4, 4, 4, 3]","[15, 18, 16, 20]","['pierna', 'hombro', 'hombro', 'pierna']"
Masculino,40,79.4,1.79,aumento de peso,1776.78,viernes,"['T raises', 'Dominadas comando', 'Remo con toalla', 'Muscle ups']","[4, 4, 4, 4]","[10, 12, 14, 16]","['hombro', 'espalda', 'espalda', 'espalda']"
Femenino,26,57.7,1.69,aumento de peso,1390.92,sábado,"['Sentadillas sumo', 'Zancadas', 'Sentadillas salto', 'Chin ups']","[5, 3, 5, 5]","[14, 11, 10, 18]","['pierna', 'pierna', 'pierna', 'espalda']"
Masculino,51,69.2,1.77,perdida de peso,1552.24,lunes,"['Flexiones normales', 'Flexiones declinadas', 'Dips entre bancos']","[2, 4, 4]","[20, 18, 12]","['pecho', 'pecho', 'bicep_tricep']"
Femenino,28,49.7,1.64,perdida de peso,1295.72,lunes,"['Flexiones una mano asistidas', 'Flexiones pino asistidas', 'Pike push ups', 'Elevaciones laterales']","[5, 3, 4, 5]","[15, 25, 15, 25]","['pecho', 'pecho', 'hombro', 'hombro']"
Masculino,49,71.9,1.85,aumento de peso,1642.83,lunes,"['T raises', 'Hollow body hold', 'Flexiones inclinadas']","[3, 3, 4]","[14, 10, 8]","['hombro', 'hombro', 'pecho']"
Femenino,34,54.1,1.69,aumento de peso,1318.76,miércoles,"['Wall handstand', 'Sentadillas sumo', 'Flexiones pike', 'Zancadas salto']","[5, 4, 3, 3]","[11, 17, 10, 12]","['hombro', 'pierna', 'hombro', 'pierna']"
Masculino,18,79.6,1.69,perdida de peso,1879.12,lunes,"['T raises', 'Flexiones declinadas', 'Flexiones hindu', 'Pike push ups']","[5, 5, 3, 3]","[13, 15, 18, 15]","['hombro', 'pecho', 'bicep_tricep', 'hombro']"
Femenino,31,65.7,1.75,perdida de peso,1455.02,sábado,"['Dominadas comando', 'Muscle ups', 'Wall sit', 'Flexiones hindu']","[5, 5, 5, 4]","[17, 19, 24, 26]","['espalda', 'espalda', 'pierna', 'pecho']"
Masculino,47,62.5,1.88,aumento de peso,1542.65,jueves,"['Pseudo planche', 'Flexiones pike', 'Flexiones archer']","[3, 4, 2]","[10, 9, 8]","['bicep_tricep', 'pecho', 'pecho']"
Femenino,55,73.1,1.61,aumento de peso,1388.06,miércoles,"['Wall sit', 'Zancadas salto', 'Elevación de talones']","[3, 4, 2]","[9, 8, 13]","['pierna', 'pierna', 'pierna']"
Masculino,51,76.5,1.85,perdida de peso,1692.25,sábado,"['Flexiones declinadas', 'Dominadas pronadas', 'Saltos en caja']","[3, 2, 4]","[13, 14, 14]","['pecho', 'espalda', 'pierna']"
Femenino,38,53.6,1.68,perdida de peso,1293.36,martes,"['Dominadas anchas', 'Dips entre bancos', 'Chin ups', 'Dominadas supinas']","[3, 5, 3, 4]","[16, 23, 14, 19]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,20,92.6,1.79,aumento de peso,2093.62,miércoles,"['Pike push ups', 'Handstand hold', 'Hollow body hold']","[4, 4, 2]","[15, 8, 14]","['hombro', 'hombro', 'hombro']"
Femenino,55,57.9,1.72,aumento de peso,1261.94,jueves,"['Flexiones declinadas', 'Dominadas supinas', 'Flexiones una mano asistidas']","[4, 4, 4]","[11, 8, 11]","['pecho', 'bicep_tricep', 'pecho']"
Masculino,18,90.6,1.67,perdida de peso,2019.82,viernes,"['Remo con toalla', 'Dominadas anchas', 'Handstand hold']","[4, 2, 3]","[16, 15, 18]","['espalda', 'espalda', 'hombro']"
Femenino,18,72.0,1.74,perdida de peso,1574.8,sábado,"['Flexiones hindu', 'Elevación de talones', 'Dominadas comando', 'Sentadillas búlgaras']","[6, 6, 6, 5]","[29, 18, 21, 23]","['pecho', 'pierna', 'espalda', 'pierna']"
Masculino,48,71.2,1.72,aumento de peso,1575.04,sábado,"['Flexiones explosivas', 'Sentadillas búlgaras', 'Dominadas neutras']","[3, 4, 3]","[11, 9, 13]","['pecho', 'pierna', 'espalda']"
Femenino,27,68.4,1.7,aumento de peso,1490.74,jueves,"['Flexiones hindu', 'Pike push ups', 'Flexiones close grip', 'Flexiones declinadas']","[5, 6, 4, 6]","[18, 15, 12, 13]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,55,71.3,1.77,perdida de peso,1553.81,martes,"['Dominadas anchas', 'Remo archer', 'Dominadas pronadas']","[3, 3, 2]","[13, 16, 18]","['espalda', 'espalda', 'espalda']"
Femenino,36,58.4,1.62,perdida de peso,1338.04,sábado,"['Flexiones inclinadas', 'Chin ups', 'Pull ups', 'Chin ups']","[4, 5, 4, 3]","[18, 19, 24, 18]","['pecho', 'espalda', 'espalda', 'espalda']"
Masculino,44,83.9,1.76,aumento de peso,1796.23,martes,"['Pull ups', 'Dominadas anchas', 'Dominadas supinas', 'Chin ups']","[3, 4, 4, 4]","[16, 17, 16, 16]","['espalda', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,22,69.5,1.75,aumento de peso,1533.8,jueves,"['Dips en paralelas', 'Dips en paralelas', 'Flexiones pike', 'Flexiones archer']","[6, 5, 4, 6]","[13, 12, 15, 12]","['bicep_tricep', 'bicep_tricep', 'pecho', 'pecho']"
Masculino,32,69.7,1.85,perdida de peso,1728.29,viernes,"['Elevaciones laterales', 'Y raises', 'Superman', 'Flexiones pike']","[3, 3, 5, 3]","[14, 13, 20, 13]","['hombro', 'hombro', 'espalda', 'hombro']"
Femenino,28,67.7,1.7,perdida de peso,1479.32,sábado,"['Flexiones declinadas', 'Flexiones una mano asistidas', 'Flexiones hindu', 'Dominadas anchas']","[6, 6, 4, 6]","[18, 25, 15, 21]","['pecho', 'pecho', 'pecho', 'espalda']"
Masculino,21,82.5,1.74,aumento de peso,1923.45,viernes,"['Remo con toalla', 'Superman', 'Shrugs calisténicos', 'Dominadas neutras']","[5, 4, 5, 5]","[15, 11, 18, 15]","['espalda', 'espalda', 'hombro', 'espalda']"
Femenino,31,72.2,1.73,aumento de peso,1513.82,martes,"['Pseudo planche', 'Dominadas anchas', 'Dominadas supinas', 'Flexiones diamante']","[4, 5, 6, 4]","[15, 12, 16, 18]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,25,67.1,1.83,perdida de peso,1730.27,viernes,"['Remo invertido', 'Pull ups', 'Chin ups', 'Elevaciones laterales']","[4, 5, 3, 5]","[24, 25, 23, 13]","['espalda', 'espalda', 'espalda', 'hombro']"
Femenino,46,68.1,1.64,perdida de peso,1387.76,miércoles,"['Zancadas salto', 'Flexiones pino', 'Zancadas']","[3, 4, 3]","[20, 17, 20]","['pierna', 'hombro', 'pierna']"
Masculino,39,79.1,1.7,aumento de peso,1734.47,lunes,"['Plancha lateral', 'Flexiones tricep', 'Wall handstand', 'Dominadas supinas']","[3, 4, 4, 5]","[11, 14, 17, 10]","['hombro', 'bicep_tricep', 'hombro', 'bicep_tricep']"
Femenino,52,62.4,1.69,aumento de peso,1313.84,viernes,"['Flexiones pino', 'Hollow body hold', 'Plancha lateral']","[4, 4, 4]","[15, 12, 15]","['hombro', 'hombro', 'hombro']"
Masculino,25,69.6,1.85,perdida de peso,1774.52,miércoles,"['Zancadas laterales', 'Pike push ups', 'Y raises', 'Saltos en caja']","[5, 4, 4, 5]","[24, 13, 23, 18]","['pierna', 'hombro', 'hombro', 'pierna']"
Femenino,28,60.3,1.7,perdida de peso,1408.28,jueves,"['Dips en paralelas', 'Flexiones hindu', 'Flexiones explosivas', 'Flexiones normales']","[6, 4, 5, 4]","[21, 17, 16, 21]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Masculino,34,67.2,1.74,aumento de peso,1625.44,sábado,"['Zancadas laterales', 'Flexiones inclinadas', 'Zancadas salto', 'Zancadas salto']","[3, 5, 3, 4]","[16, 11, 13, 10]","['pierna', 'pecho', 'pierna', 'pierna']"
Femenino,53,48.7,1.66,aumento de peso,1172.22,miércoles,"['Y raises', 'Zancadas', 'Sentadillas']","[2, 2, 3]","[10, 15, 14]","['hombro', 'pierna', 'pierna']"
Masculino,55,80.4,1.77,perdida de peso,1678.48,jueves,"['Flexiones pino asistidas', 'Flexiones inclinadas', 'Pseudo planche']","[2, 4, 4]","[20, 15, 20]","['pecho', 'pecho', 'bicep_tricep']"
Femenino,28,57.9,1.61,perdida de peso,1369.04,sábado,"['Flexiones una mano asistidas', 'Flexiones normales', 'Elevación de talones', 'Sentadillas']","[4, 3, 5, 5]","[18, 15, 14, 22]","['pecho', 'pecho', 'pierna', 'pierna']"
Masculino,25,75.5,1.79,aumento de peso,1825.35,martes,"['Flexiones close grip', 'Chin ups', 'Pseudo planche', 'Dips entre bancos']","[5, 6, 4, 6]","[16, 14, 14, 14]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,43,48.2,1.68,aumento de peso,1218.02,lunes,"['T raises', 'Flexiones tricep', 'Flexiones normales', 'Flexiones archer']","[5, 5, 4, 3]","[15, 15, 10, 11]","['hombro', 'bicep_tricep', 'pecho', 'pecho']"
Masculino,48,80.6,1.85,perdida de peso,1768.82,lunes,"['Flexiones normales', 'Flexiones diamante', 'Dips en paralelas']","[4, 4, 3]","[12, 13, 15]","['pecho', 'bicep_tricep', 'pecho']"
Femenino,42,52.5,1.73,perdida de peso,1273.0,lunes,"['Pseudo planche', 'Flexiones explosivas', 'Flexiones inclinadas', 'Flexiones archer']","[5, 4, 4, 3]","[13, 25, 23, 20]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Masculino,35,69.6,1.88,aumento de peso,1721.52,miércoles,"['Flexiones pike', 'Sentadillas búlgaras', 'Burpees', 'Sentadillas sumo']","[3, 5, 4, 4]","[11, 12, 15, 16]","['hombro', 'pierna', 'pierna', 'pierna']"
Femenino,50,62.1,1.71,aumento de peso,1323.96,martes,"['Pseudo planche', 'Flexiones close grip', 'Dominadas supinas']","[3, 2, 3]","[9, 9, 14]","['bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,31,90.5,1.71,perdida de peso,1950.05,lunes,"['Dominadas supinas', 'Flexiones explosivas', 'Flexiones inclinadas']","[3, 3, 4]","[11, 15, 11]","['bicep_tricep', 'pecho', 'pecho']"
Femenino,53,64.4,1.73,perdida de peso,1335.54,sábado,"['Sentadillas pistol', 'Sentadillas pistol', 'Flexiones wide grip']","[4, 3, 3]","[13, 11, 20]","['pierna', 'pierna', 'pecho']"
Masculino,38,64.1,1.67,aumento de peso,1520.77,sábado,"['Superman', 'Remo archer', 'Pull ups', 'Remo con toalla']","[4, 3, 3, 3]","[10, 12, 16, 17]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,49,66.6,1.6,aumento de peso,1352.06,miércoles,"['Shrugs calisténicos', 'Zancadas salto', 'Zancadas']","[2, 3, 2]","[9, 11, 10]","['hombro', 'pierna', 'pierna']"
Masculino,44,83.4,1.82,perdida de peso,1819.38,martes,"['Handstand push ups', 'Dominadas supinas', 'Chin ups', 'Flexiones tricep']","[3, 4, 5, 3]","[24, 19, 18, 13]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,24,51.2,1.65,perdida de peso,1330.72,viernes,"['Dominadas comando', 'Handstand hold', 'Elevaciones laterales', 'T raises']","[5, 5, 5, 4]","[21, 20, 25, 22]","['espalda', 'hombro', 'hombro', 'hombro']"
Masculino,21,76.5,1.76,aumento de peso,1851.25,sábado,"['Dominadas anchas', 'Dominadas supinas', 'Zancadas', 'Sentadillas salto']","[6, 6, 4, 4]","[12, 15, 16, 12]","['espalda', 'espalda', 'pierna', 'pierna']"
Femenino,26,72.3,1.57,aumento de peso,1509.48,miércoles,"['Wall handstand', 'Sentadillas búlgaras', 'Shrugs calisténicos']","[3, 2, 2]","[14, 13, 8]","['hombro', 'pierna', 'hombro']"
Masculino,47,92.3,1.88,perdida de peso,1950.91,miércoles,"['Burpees', 'Elevación de talones', 'Handstand push ups']","[3, 4, 4]","[20, 16, 20]","['pierna', 'pierna', 'hombro']"
Femenino,55,48.8,1.58,perdida de peso,1149.38,martes,"['Pike push ups', 'Remo invertido', 'Superman']","[3, 3, 3]","[19, 14, 13]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,42,78.1,1.79,aumento de peso,1745.37,miércoles,"['Sentadillas sumo', 'Flexiones pino', 'Handstand push ups', 'Pike push ups']","[5, 4, 3, 5]","[11, 10, 18, 12]","['pierna', 'hombro', 'hombro', 'hombro']"
Femenino,54,60.2,1.68,aumento de peso,1281.52,miércoles,"['Handstand push ups', 'Zancadas', 'Y raises']","[4, 4, 4]","[15, 8, 8]","['hombro', 'pierna', 'hombro']"
Masculino,25,89.7,1.82,perdida de peso,2034.89,viernes,"['Dominadas supinas', 'Remo invertido', 'Handstand hold', 'Dominadas neutras']","[5, 4, 4, 3]","[21, 14, 23, 24]","['espalda', 'espalda', 'hombro', 'espalda']"
Femenino,54,68.7,1.59,perdida de peso,1346.92,miércoles,"['Handstand push ups', 'Zancadas salto', 'Handstand hold']","[2, 3, 2]","[17, 13, 20]","['hombro', 'pierna', 'hombro']"
Masculino,53,87.4,1.83,aumento de peso,1817.98,viernes,"['Y raises', 'Pull ups', 'Handstand hold']","[3, 4, 4]","[10, 12, 15]","['hombro', 'espalda', 'hombro']"
Femenino,23,65.0,1.63,aumento de peso,1464.3,lunes,"['Handstand push ups', 'Flexiones declinadas', 'Flexiones normales', 'Handstand push ups']","[6, 4, 5, 6]","[16, 15, 14, 17]","['hombro', 'pecho', 'pecho', 'hombro']"
Masculino,52,63.5,1.85,perdida de peso,1507.35,miércoles,"['Pike push ups', 'Zancadas salto', 'Plancha lateral']","[2, 2, 3]","[12, 18, 15]","['hombro', 'pierna', 'hombro']"
Femenino,25,65.9,1.75,perdida de peso,1485.14,miércoles,"['Flexiones pino', 'Burpees', 'Elevación de talones', 'Sentadillas sumo']","[6, 4, 5, 6]","[30, 18, 17, 18]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,21,60.8,1.88,aumento de peso,1696.16,miércoles,"['Sentadillas sumo', 'Y raises', 'Burpees', 'Zancadas salto']","[5, 3, 4, 4]","[17, 14, 18, 10]","['pierna', 'hombro', 'pierna', 'pierna']"
Femenino,51,60.0,1.6,aumento de peso,1279.3,miércoles,"['Sentadillas pistol', 'Sentadillas sumo', 'T raises']","[2, 4, 2]","[10, 11, 14]","['pierna', 'pierna', 'hombro']"
Masculino,52,84.4,1.67,perdida de peso,1703.68,viernes,"['Dominadas pronadas', 'Shrugs calisténicos', 'Chin ups']","[4, 4, 4]","[17, 20, 13]","['espalda', 'hombro', 'espalda']"
Femenino,36,70.8,1.63,perdida de peso,1458.88,miércoles,"['Shrugs calisténicos', 'Shrugs calisténicos', 'Sentadillas búlgaras', 'Shrugs calisténicos']","[5, 3, 4, 3]","[25, 25, 25, 15]","['hombro', 'hombro', 'pierna', 'hombro']"
Masculino,45,67.9,1.65,aumento de peso,1515.23,sábado,"['Dominadas neutras', 'Flexiones archer', 'Saltos en caja']","[4, 4, 4]","[9, 9, 9]","['espalda', 'pecho', 'pierna']"
Femenino,30,51.0,1.74,aumento de peso,1316.8,viernes,"['Dominadas pronadas', 'Muscle ups', 'Wall handstand', 'Chin ups']","[3, 5, 3, 3]","[13, 12, 16, 17]","['espalda', 'espalda', 'hombro', 'espalda']"
Masculino,41,82.2,1.67,perdida de peso,1748.34,lunes,"['Flexiones wide grip', 'Shrugs calisténicos', 'Flexiones wide grip']","[4, 4, 3]","[12, 18, 13]","['pecho', 'hombro', 'pecho']"
Femenino,33,71.6,1.65,perdida de peso,1484.26,viernes,"['Pike push ups', 'Chin ups', 'Handstand hold', 'Pike push ups']","[5, 4, 4, 5]","[22, 17, 15, 13]","['hombro', 'espalda', 'hombro', 'hombro']"
Masculino,43,78.5,1.77,aumento de peso,1734.05,viernes,"['Hollow body hold', 'Elevaciones laterales', 'Elevaciones laterales', 'Dominadas neutras']","[4, 4, 5, 5]","[17, 15, 13, 11]","['hombro', 'hombro', 'hombro', 'espalda']"
Femenino,22,54.5,1.64,aumento de peso,1370.0,lunes,"['Chin ups', 'Chin ups', 'Hollow body hold', 'Hollow body hold']","[3, 3, 4, 3]","[14, 12, 17, 10]","['bicep_tricep', 'bicep_tricep', 'hombro', 'hombro']"
Masculino,24,72.5,1.79,perdida de peso,1791.05,miércoles,"['Handstand push ups', 'Wall sit', 'Sentadillas pistol', 'Saltos en caja']","[4, 3, 4, 5]","[17, 16, 23, 23]","['hombro', 'pierna', 'pierna', 'pierna']"
Femenino,29,71.4,1.69,perdida de peso,1508.34,viernes,"['Flexiones pino', 'Handstand hold', 'Handstand push ups', 'Elevaciones laterales']","[5, 4, 6, 4]","[21, 17, 20, 26]","['hombro', 'hombro', 'hombro', 'hombro']"
Masculino,25,70.7,1.72,aumento de peso,1724.59,viernes,"['Remo archer', 'Flexiones pike', 'Dominadas comando', 'Plancha lateral']","[3, 5, 4, 3]","[11, 13, 11, 14]","['espalda', 'hombro', 'espalda', 'hombro']"
Femenino,34,54.9,1.71,aumento de peso,1330.04,lunes,"['Flexiones inclinadas', 'Flexiones tricep', 'Flexiones normales', 'Flexiones pino asistidas']","[5, 5, 5, 4]","[17, 18, 12, 11]","['pecho', 'bicep_tricep', 'pecho', 'pecho']"
Masculino,19,84.1,1.83,perdida de peso,2003.97,viernes,"['Dominadas comando', 'T raises', 'Y raises', 'Dominadas pronadas']","[5, 4, 4, 5]","[17, 20, 22, 21]","['espalda', 'hombro', 'hombro', 'espalda']"
Femenino,47,61.9,1.71,perdida de peso,1336.14,miércoles,"['Wall sit', 'Sentadillas salto', 'Burpees']","[4, 2, 4]","[15, 14, 20]","['pierna', 'pierna', 'pierna']"
Masculino,44,92.0,1.65,aumento de peso,1852.2,martes,"['Dominadas pronadas', 'Remo invertido', 'Chin ups']","[4, 2, 4]","[10, 12, 8]","['espalda', 'espalda', 'bicep_tricep']"
Femenino,53,45.3,1.68,aumento de peso,1143.18,jueves,"['Dips en paralelas', 'Pseudo planche', 'Flexiones hindu']","[2, 4, 4]","[14, 15, 9]","['pecho', 'bicep_tricep', 'pecho']"
Masculino,55,75.2,1.75,perdida de peso,1597.24,sábado,"['Muscle ups', 'Dominadas comando', 'Flexiones pike']","[2, 3, 2]","[14, 15, 19]","['espalda', 'espalda', 'pecho']"
Femenino,21,67.2,1.6,perdida de peso,1489.42,lunes,"['Pike push ups', 'Flexiones diamante', 'Wall handstand', 'Flexiones wide grip']","[5, 5, 4, 4]","[19, 23, 24, 14]","['hombro', 'pecho', 'hombro', 'pecho']"
Masculino,31,61.4,1.88,aumento de peso,1636.38,viernes,"['Wall handstand', 'Dominadas pronadas', 'Muscle ups', 'Plancha lateral']","[3, 3, 4, 3]","[18, 10, 16, 11]","['hombro', 'espalda', 'espalda', 'hombro']"
Femenino,22,68.4,1.55,aumento de peso,1487.24,lunes,"['Wall handstand', 'Chin ups', 'Flexiones explosivas']","[2, 4, 4]","[11, 14, 8]","['hombro', 'bicep_tricep', 'pecho']"
Masculino,44,94.5,1.77,perdida de peso,1946.45,jueves,"['Flexiones inclinadas', 'Pseudo planche', 'Flexiones diamante']","[3, 3, 4]","[19, 12, 18]","['pecho', 'bicep_tricep', 'pecho']"
Femenino,52,69.2,1.64,perdida de peso,1370.12,lunes,"['Dips en paralelas', 'Flexiones hindu', 'Elevaciones laterales']","[4, 3, 2]","[11, 19, 12]","['bicep_tricep', 'pecho', 'hombro']"
Masculino,52,70.6,1.88,aumento de peso,1619.62,lunes,"['Flexiones inclinadas', 'Flexiones pike', 'Elevaciones laterales']","[2, 2, 2]","[15, 13, 10]","['pecho', 'pecho', 'hombro']"
Femenino,34,57.5,1.6,aumento de peso,1335.2,jueves,"['Flexiones declinadas', 'Chin ups', 'Flexiones diamante', 'Flexiones close grip']","[5, 3, 4, 3]","[10, 12, 17, 11]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,31,82.6,1.73,perdida de peso,1851.82,viernes,"['Dominadas supinas', 'Chin ups', 'Shrugs calisténicos', 'Remo invertido']","[4, 4, 4, 3]","[18, 15, 24, 19]","['espalda', 'espalda', 'hombro', 'espalda']"
Femenino,19,55.7,1.72,perdida de peso,1410.02,miércoles,"['Elevación de talones', 'Sentadillas pistol', 'Handstand push ups', 'Elevación de talones']","[6, 5, 6, 4]","[23, 15, 29, 27]","['pierna', 'pierna', 'hombro', 'pierna']"
Masculino,27,81.6,1.83,aumento de peso,1915.32,martes,"['Dominadas anchas', 'Pike push ups', 'Superman', 'Superman']","[6, 6, 5, 4]","[15, 17, 13, 18]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Femenino,42,57.2,1.75,aumento de peso,1321.72,martes,"['Dips en silla', 'Remo invertido', 'Dips en silla', 'Flexiones tricep']","[3, 4, 4, 4]","[16, 10, 11, 17]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Masculino,41,74.1,1.74,perdida de peso,1672.37,lunes,"['Elevaciones laterales', 'Chin ups', 'Handstand hold', 'Plancha lateral']","[3, 3, 5, 4]","[16, 21, 25, 21]","['hombro', 'bicep_tricep', 'hombro', 'hombro']"
Femenino,23,70.8,1.72,perdida de peso,1536.18,miércoles,"['Shrugs calisténicos', 'Hollow body hold', 'Saltos en caja', 'Sentadillas sumo']","[5, 6, 4, 4]","[24, 23, 30, 27]","['hombro', 'hombro', 'pierna', 'pierna']"
Masculino,24,74.8,1.88,aumento de peso,1867.56,sábado,"['Sentadillas sumo', 'Sentadillas', 'Flexiones archer', 'Sentadillas búlgaras']","[4, 5, 6, 6]","[16, 16, 14, 15]","['pierna', 'pierna', 'pecho', 'pierna']"
Femenino,29,62.0,1.72,aumento de peso,1423.5,martes,"['Flexiones diamante', 'Flexiones tricep', 'Dips entre bancos', 'Flexiones hindu']","[4, 6, 4, 5]","[14, 14, 12, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,29,64.6,1.7,perdida de peso,1603.82,lunes,"['Dips en paralelas', 'Handstand hold', 'Dips en silla', 'Flexiones inclinadas']","[5, 5, 4, 4]","[13, 20, 24, 15]","['bicep_tricep', 'hombro', 'bicep_tricep', 'pecho']"
Femenino,48,62.1,1.67,perdida de peso,1326.16,lunes,"['Dominadas supinas', 'Flexiones hindu', 'Flexiones declinadas']","[4, 4, 2]","[13, 19, 14]","['bicep_tricep', 'pecho', 'pecho']"
Masculino,53,90.1,1.89,aumento de peso,1884.97,jueves,"['Dips en paralelas', 'Flexiones diamante', 'Flexiones tricep']","[3, 2, 2]","[9, 12, 12]","['pecho', 'pecho', 'bicep_tricep']"
Femenino,55,65.2,1.64,aumento de peso,1317.62,jueves,"['Flexiones normales', 'Dips en silla', 'Flexiones close grip']","[3, 3, 4]","[10, 15, 8]","['pecho', 'bicep_tricep', 'bicep_tricep']"
